Unnamed: 0,type_estate,district,price_per_sqm,posted_date,area,price,legal_document,interior,num_bedrooms,num_bathrooms,num_floors,entrance,frontage
4406,5,27,~165 triệu/m²,13/05/2024,20.0,"3,3 tỷ",139,146,3,4,5,3.0,3.0
4407,4,7,"~314,29 triệu/m²",13/05/2024,35.0,11 tỷ,252,294,3,4,4,12.181061122472167,3.5
4408,5,27,"~193,33 triệu/m²",13/05/2024,15.0,"2,9 tỷ",252,294,2,2,3,3.0,3.2
4409,4,24,"~425,62 triệu/m²",12/05/2024,242.0,103 tỷ,252,146,30,30,10,40.0,10.0
4410,5,14,~310 triệu/m²,13/05/2024,30.0,"9,3 tỷ",253,294,6,6,6,20.0,6.78865638058502
4411,3,11,"~132,22 triệu/m²",07/05/2024,90.0,"11,9 tỷ",252,146,6,6,4,12.181061122472167,5.0
4412,5,10,"~112,5 triệu/m²",13/05/2024,40.0,"4,5 tỷ",120,146,6,6,5,12.181061122472167,6.78865638058502
4413,5,12,"~168,79 triệu/m²",13/05/2024,31.4,"5,3 tỷ",253,42,5,5,5,2.5,3.65
4414,5,1,"~169,23 triệu/m²",13/05/2024,39.0,"6,6 tỷ",252,294,3,3,4,50.0,4.0
4415,5,7,"~205,77 triệu/m²",13/05/2024,52.0,"10,7 tỷ",252,294,10,10,6,2.5,5.0
4416,5,17,"~12,69 triệu/m²",13/05/2024,670.0,"8,5 tỷ",252,146,6,6,4,12.181061122472167,6.78865638058502
4418,6,6,"~109,38 triệu/m²",07/05/2024,96.0,"10,5 tỷ",252,294,4,5,4,8.0,4.0
4420,5,27,"~168,42 triệu/m²",02/05/2024,95.0,16 tỷ,139,235,6,6,4,12.181061122472167,6.78865638058502
4421,5,11,"~107,35 triệu/m²",10/05/2024,68.0,"7,3 tỷ",252,114,6,6,2,12.181061122472167,6.78865638058502
4422,5,27,~225 triệu/m²,13/05/2024,80.0,18 tỷ,252,294,5,5,5,12.181061122472167,7.5
4423,5,12,"~166,67 triệu/m²",13/05/2024,60.0,10 tỷ,253,146,6,6,4,12.181061122472167,6.78865638058502
4424,5,10,~150 triệu/m²,13/05/2024,30.0,"4,5 tỷ",253,146,3,4,5,4.0,4.4
4425,5,21,"~307,02 triệu/m²",10/05/2024,57.0,"17,5 tỷ",252,294,5,3,5,12.181061122472167,4.5
4426,6,11,"~242,31 triệu/m²",10/05/2024,130.0,"31,5 tỷ",139,146,6,6,6,60.0,6.0
4427,3,11,~220 triệu/m²,13/05/2024,250.0,55 tỷ,252,146,6,6,3,12.181061122472167,6.78865638058502
4428,5,4,"~195,56 triệu/m²",13/05/2024,45.0,"8,8 tỷ",34,294,9,6,5,12.181061122472167,6.78865638058502
4429,5,24,~190 triệu/m²,13/05/2024,50.0,"9,5 tỷ",252,42,6,4,5,12.181061122472167,5.0
4430,5,11,"~123,75 triệu/m²",13/05/2024,40.0,"4,95 tỷ",252,294,3,2,5,12.181061122472167,4.2
4431,3,11,"~220,83 triệu/m²",13/05/2024,120.0,"26,5 tỷ",252,146,4,4,3,15.0,6.0
4432,3,11,"~220,83 triệu/m²",13/05/2024,120.0,"26,5 tỷ",252,146,4,4,3,15.0,6.0
4433,3,11,,13/05/2024,130.0,Thỏa thuận,178,294,6,5,4,6.0,10.0
4434,3,5,"~22,42 tỷ",06/05/2024,295.0,76 triệu/m²,139,146,6,6,3,12.181061122472167,16.0
4435,5,14,"~126,32 triệu/m²",13/05/2024,38.0,"4,8 tỷ",202,294,6,6,4,12.181061122472167,6.78865638058502
4436,5,14,"~153,33 triệu/m²",06/05/2024,30.0,"4,6 tỷ",252,146,4,4,5,12.181061122472167,6.78865638058502
4437,5,17,"~12,69 triệu/m²",13/05/2024,670.0,"8,5 tỷ",252,146,6,6,4,12.181061122472167,6.78865638058502
4438,5,14,"~240,38 triệu/m²",13/05/2024,52.0,"12,5 tỷ",252,294,12,12,7,12.181061122472167,6.78865638058502
4439,5,11,"~184,21 triệu/m²",13/05/2024,38.0,7 tỷ,252,294,6,6,5,12.181061122472167,6.78865638058502
4440,6,6,"~109,38 triệu/m²",07/05/2024,96.0,"10,5 tỷ",252,294,4,5,4,8.0,4.0
4441,5,24,"~256,1 triệu/m²",10/05/2024,41.0,"10,5 tỷ",252,146,4,5,6,5.0,5.5
4442,4,2,"~156,14 triệu/m²",13/05/2024,57.0,"8,9 tỷ",252,42,1,1,1,12.181061122472167,6.78865638058502
4443,5,2,"~245,24 triệu/m²",11/05/2024,42.0,"10,3 tỷ",178,146,4,6,7,12.181061122472167,6.78865638058502
4444,5,1,"~164,47 triệu/m²",13/05/2024,38.0,"6,25 tỷ",178,392,3,4,5,3.0,6.0
4445,3,11,"~232,76 triệu/m²",13/05/2024,58.0,"13,5 tỷ",252,42,4,6,5,10.0,5.0
4446,4,2,"~272,73 triệu/m²",13/05/2024,44.0,12 tỷ,252,294,4,4,4,40.0,4.6
4447,5,14,~160 triệu/m²,11/05/2024,40.0,"6,4 tỷ",252,392,3,3,3,3.0,4.0
4448,5,14,"~152,94 triệu/m²",06/05/2024,34.0,"5,2 tỷ",92,294,3,4,5,3.0,4.0
4449,5,4,"~123,21 triệu/m²",13/05/2024,56.0,"6,9 tỷ",252,42,4,3,4,3.0,5.3
4450,3,8,,13/05/2024,100.0,Thỏa thuận,133,146,6,6,4,12.0,6.78865638058502
4451,4,27,~55 tỷ,13/05/2024,110.0,500 triệu/m²,252,146,6,6,4,12.181061122472167,6.0
4452,5,4,"~258,33 triệu/m²",13/05/2024,60.0,"15,5 tỷ",252,294,5,4,5,6.0,5.0
4453,5,27,"~271,43 triệu/m²",09/05/2024,70.0,19 tỷ,252,294,5,4,5,15.0,5.5
4454,5,27,"~37,92 tỷ",13/05/2024,120.0,316 triệu/m²,252,146,6,6,4,12.181061122472167,6.2
4456,3,8,,13/05/2024,94.0,Thỏa thuận,136,146,6,6,4,12.181061122472167,5.0
4457,4,11,"~279,07 triệu/m²",13/05/2024,86.0,24 tỷ,252,294,6,6,4,12.181061122472167,5.7
4458,3,4,~275 triệu/m²,13/05/2024,60.0,"16,5 tỷ",252,42,5,5,4,12.181061122472167,6.78865638058502
4459,5,12,"~153,85 triệu/m²",10/05/2024,65.0,10 tỷ,252,42,5,4,4,12.181061122472167,4.8
4460,3,14,~245 triệu/m²,13/05/2024,100.0,"24,5 tỷ",39,229,4,4,5,20.0,5.0
4461,5,7,"~160,83 triệu/m²",13/05/2024,60.0,"9,65 tỷ",252,42,6,5,5,12.181061122472167,6.5
4462,5,27,~190 triệu/m²,13/05/2024,200.0,38 tỷ,253,146,5,5,5,12.181061122472167,7.0
4463,5,1,"~172,5 triệu/m²",03/05/2024,40.0,"6,9 tỷ",252,294,5,4,5,2.0,3.4
4464,4,7,~336 triệu/m²,13/05/2024,50.0,"16,8 tỷ",178,146,6,6,7,12.0,4.0
4465,5,21,,,100.26359491301476,,139,146,6,6,4,12.181061122472167,6.78865638058502
4466,5,12,"~114,62 triệu/m²",06/05/2024,85.5,"9,8 tỷ",252,146,5,5,1,25.0,4.1
4467,5,7,"~241,67 triệu/m²",10/05/2024,60.0,"14,5 tỷ",252,294,6,5,6,12.181061122472167,4.3
4468,5,12,~145 triệu/m²,05/05/2024,30.0,"4,35 tỷ",252,294,4,4,5,3.5,4.1
4469,5,24,"~147,14 triệu/m²",13/05/2024,35.0,"5,15 tỷ",178,173,3,4,5,12.181061122472167,6.78865638058502
4470,5,12,~235 triệu/m²,08/05/2024,40.0,"9,4 tỷ",252,146,4,5,4,7.0,4.0
4471,5,21,~125 triệu/m²,13/05/2024,100.0,"12,5 tỷ",252,294,25,25,7,12.181061122472167,8.7
4472,5,12,~200 triệu/m²,07/05/2024,58.0,"11,6 tỷ",253,146,5,6,6,5.0,4.5
4474,5,12,"~156,36 triệu/m²",08/05/2024,55.0,"8,6 tỷ",252,294,4,5,4,3.0,4.1
4475,5,21,,13/05/2024,96.0,Thỏa thuận,252,294,15,15,8,3.5,5.0
4476,4,12,"~231,71 triệu/m²",02/05/2024,82.0,19 tỷ,253,146,6,6,4,25.0,4.5
4477,5,12,~92 triệu/m²,09/05/2024,50.0,"4,6 tỷ",252,215,4,5,6,5.0,4.0
4478,5,17,"~12,69 triệu/m²",13/05/2024,670.0,"8,5 tỷ",252,146,6,6,4,12.181061122472167,6.78865638058502
4479,5,21,,13/05/2024,44.0,Thỏa thuận,256,146,3,6,4,12.181061122472167,6.78865638058502
4480,5,24,"~259,62 triệu/m²",12/05/2024,52.0,"13,5 tỷ",182,220,5,6,8,12.181061122472167,6.78865638058502
4481,5,8,"~110,94 triệu/m²",12/05/2024,32.0,"3,55 tỷ",139,146,6,6,5,12.181061122472167,3.5
4482,5,4,~168 triệu/m²,11/05/2024,50.0,"8,4 tỷ",252,294,4,4,4,5.0,3.6
4483,6,6,"~109,38 triệu/m²",07/05/2024,96.0,"10,5 tỷ",252,294,4,5,4,8.0,4.0
4484,5,24,"~186,49 triệu/m²",12/05/2024,37.0,"6,9 tỷ",182,146,4,4,5,3.5,3.7
4485,5,4,"~262,5 triệu/m²",08/05/2024,40.0,"10,5 tỷ",252,294,3,4,5,12.181061122472167,6.78865638058502
4486,5,11,,13/05/2024,40.0,Thỏa thuận,252,42,4,3,5,5.0,4.5
4487,5,10,"~178,57 triệu/m²",13/05/2024,140.0,25 tỷ,252,392,4,4,5,10.0,5.1
4488,5,27,"~284,89 triệu/m²",13/05/2024,69.5,"19,8 tỷ",252,42,4,5,5,6.0,4.3
4489,5,10,"~146,25 triệu/m²",13/05/2024,40.0,"5,85 tỷ",252,392,4,4,5,12.181061122472167,6.78865638058502
4490,5,21,"~230,36 triệu/m²",13/05/2024,56.0,"12,9 tỷ",252,294,4,3,4,5.0,6.78865638058502
4491,5,21,~150 triệu/m²,11/05/2024,46.0,"6,9 tỷ",252,294,10,6,7,12.181061122472167,6.78865638058502
4492,5,4,~260 triệu/m²,13/05/2024,50.0,13 tỷ,252,294,6,5,5,10.0,5.8
4494,5,12,"~187,5 triệu/m²",13/05/2024,32.0,6 tỷ,252,23,3,4,5,12.181061122472167,5.86
4495,5,4,"~344,76 triệu/m²",08/05/2024,42.0,"14,48 tỷ",252,294,5,5,5,12.181061122472167,6.78865638058502
4496,5,2,"~151,39 triệu/m²",13/05/2024,36.0,"5,45 tỷ",252,294,3,3,5,3.0,6.0
4497,5,7,"~155,04 triệu/m²",13/05/2024,129.0,20 tỷ,139,117,4,4,3,3.5,8.0
4498,3,11,"~242,86 triệu/m²",13/05/2024,70.0,17 tỷ,270,146,6,6,4,12.181061122472167,6.78865638058502
4499,5,2,"~173,33 triệu/m²",13/05/2024,45.0,"7,8 tỷ",252,294,10,10,7,3.0,6.0
4500,5,17,"~12,69 triệu/m²",13/05/2024,670.0,"8,5 tỷ",252,146,6,6,4,12.181061122472167,6.78865638058502
4501,5,7,"~184,21 triệu/m²",07/05/2024,38.0,7 tỷ,252,146,3,3,4,12.181061122472167,4.68
4502,5,14,"~128,79 triệu/m²",13/05/2024,66.0,"8,5 tỷ",252,294,9,9,5,6.0,6.3
4503,3,26,,13/05/2024,100.0,Thỏa thuận,252,42,5,5,5,30.0,6.78865638058502
4504,3,11,"~242,31 triệu/m²",13/05/2024,130.0,"31,5 tỷ",252,146,10,8,7,30.0,6.0
4505,5,1,"~537,5 triệu/m²",11/05/2024,40.0,"21,5 tỷ",178,146,5,4,6,12.181061122472167,4.3
4506,5,21,"~202,78 triệu/m²",13/05/2024,36.0,"7,3 tỷ",256,146,3,6,5,12.181061122472167,3.9
4507,5,10,"~158,82 triệu/m²",06/05/2024,34.0,"5,4 tỷ",252,294,3,4,5,4.0,6.78865638058502
4508,5,7,~250 triệu/m²,04/05/2024,60.0,15 tỷ,252,294,5,4,7,6.0,4.8
4509,4,4,~600 triệu/m²,05/05/2024,300.0,180 tỷ,252,294,8,8,9,28.0,8.0
4510,5,4,"~182,93 triệu/m²",13/05/2024,41.0,"7,5 tỷ",252,294,3,4,5,12.181061122472167,4.5
4511,5,7,"~156,76 triệu/m²",04/05/2024,37.0,"5,8 tỷ",252,146,3,4,5,12.181061122472167,6.78865638058502
4512,5,7,"~317,31 triệu/m²",04/05/2024,52.0,"16,5 tỷ",252,146,4,3,5,12.0,5.2
4513,5,7,"~108,33 triệu/m²",04/05/2024,60.0,"6,5 tỷ",182,305,4,3,3,3.0,6.78865638058502
4514,3,11,"~318,18 triệu/m²",13/05/2024,220.0,70 tỷ,139,146,6,6,7,25.0,6.78865638058502
4515,5,1,"~281,67 triệu/m²",13/05/2024,60.0,"16,9 tỷ",252,294,6,6,5,12.181061122472167,10.0
4516,5,7,"~90,62 triệu/m²",04/05/2024,64.0,"5,8 tỷ",252,146,4,3,4,12.181061122472167,6.78865638058502
4517,4,27,~450 triệu/m²,13/05/2024,240.0,108 tỷ,252,294,9,7,10,28.0,10.0
4518,5,24,~210 triệu/m²,13/05/2024,100.0,21 tỷ,178,146,22,22,8,4.0,5.2
4519,3,20,"~166,36 triệu/m²",13/05/2024,107.0,"17,8 tỷ",139,146,6,6,4,12.181061122472167,6.78865638058502
4520,5,8,~105 triệu/m²,13/05/2024,30.0,"3,15 tỷ",200,146,3,4,5,3.0,3.6
4521,3,8,,10/05/2024,210.0,Thỏa thuận,252,294,6,6,4,12.181061122472167,6.78865638058502
4522,4,4,"~377,78 triệu/m²",08/05/2024,135.0,51 tỷ,252,294,7,8,9,15.0,6.2
4523,5,7,"~153,95 triệu/m²",13/05/2024,38.0,"5,85 tỷ",252,146,3,4,5,12.181061122472167,5.6
4524,3,14,~296 triệu/m²,13/05/2024,125.0,37 tỷ,252,146,4,4,4,10.0,7.0
4525,4,21,"~261,44 triệu/m²",13/05/2024,61.2,16 tỷ,252,146,7,5,3,20.0,4.0
4526,4,4,~590 triệu/m²,11/05/2024,200.0,118 tỷ,252,114,8,8,8,30.0,8.0
4527,3,20,,13/05/2024,100.0,Thỏa thuận,139,146,6,6,4,21.0,6.78865638058502
4528,3,14,,13/05/2024,306.0,Thỏa thuận,139,146,6,6,4,12.181061122472167,6.78865638058502
4530,5,4,~200 triệu/m²,08/05/2024,110.0,22 tỷ,252,294,25,25,7,3.0,15.0
4531,3,20,,13/05/2024,300.0,Thỏa thuận,139,146,6,6,7,21.0,6.78865638058502
4532,4,27,~360 triệu/m²,13/05/2024,75.0,27 tỷ,206,392,4,4,4,12.181061122472167,6.78865638058502
4533,4,7,"~754,9 triệu/m²",13/05/2024,102.0,77 tỷ,252,146,7,7,7,6.0,5.0
4534,3,8,,13/05/2024,126.0,Thỏa thuận,139,146,6,6,4,12.181061122472167,6.78865638058502
4535,5,7,"~275,67 triệu/m²",06/05/2024,52.6,"14,5 tỷ",178,146,6,6,2,12.181061122472167,4.1
4536,5,21,~179 triệu/m²,13/05/2024,100.0,"17,9 tỷ",252,294,24,24,8,3.0,5.8
4537,4,7,~66 tỷ,13/05/2024,220.0,300 triệu/m²,252,294,4,4,4,40.0,10.0
4538,5,1,"~327,59 triệu/m²",13/05/2024,116.0,38 tỷ,252,294,6,6,5,12.0,6.0
4539,3,5,,07/05/2024,135.0,Thỏa thuận,253,392,6,6,3,12.181061122472167,9.0
4540,3,12,~200 triệu/m²,06/05/2024,400.0,80 tỷ,252,294,4,5,5,12.181061122472167,6.78865638058502
4541,5,27,~375 triệu/m²,13/05/2024,52.0,"19,5 tỷ",139,146,6,6,5,12.181061122472167,4.7
4543,4,4,"~388,89 triệu/m²",03/05/2024,270.0,105 tỷ,252,294,6,6,7,20.0,8.0
4544,3,8,"~189,58 triệu/m²",02/05/2024,240.0,"45,5 tỷ",252,294,5,4,4,60.0,12.0
4545,5,1,"~211,43 triệu/m²",10/05/2024,35.0,"7,4 tỷ",178,333,3,4,5,3.0,4.0
4547,3,26,,13/05/2024,100.0,Thỏa thuận,252,42,5,5,5,30.0,10.0
4548,5,11,~100 triệu/m²,13/05/2024,33.0,"3,3 tỷ",252,42,3,3,4,12.181061122472167,3.2
4549,3,11,"~196,43 triệu/m²",13/05/2024,56.0,11 tỷ,125,82,5,4,4,12.181061122472167,7.0
4550,4,1,"~854,54 triệu/m²",13/05/2024,55.0,47 tỷ,178,294,4,4,4,12.181061122472167,6.78865638058502
4551,5,4,"~268,24 triệu/m²",07/05/2024,85.0,"22,8 tỷ",253,392,5,4,5,8.0,6.78865638058502
4552,5,27,~274 triệu/m²,13/05/2024,50.0,"13,7 tỷ",139,294,6,4,5,5.0,5.2
4553,5,2,"~241,67 triệu/m²",07/05/2024,120.0,29 tỷ,252,294,6,6,5,9.0,7.0
4554,5,1,"~188,89 triệu/m²",13/05/2024,45.0,"8,5 tỷ",178,146,6,6,7,12.181061122472167,8.3
4555,5,4,"~29,7 tỷ",13/05/2024,135.0,220 triệu/m²,252,294,6,6,6,8.0,8.0
4556,3,12,~260 triệu/m²,10/05/2024,250.0,65 tỷ,252,146,5,5,4,20.0,12.0
4557,3,11,,13/05/2024,114.0,Thỏa thuận,178,146,6,6,4,12.181061122472167,6.0
4558,4,7,"~304,69 triệu/m²",13/05/2024,64.0,"19,5 tỷ",252,294,6,4,5,12.181061122472167,6.78865638058502
4559,3,2,,07/05/2024,190.0,Thỏa thuận,133,42,6,5,6,60.0,10.0
4560,4,4,~275 triệu/m²,26/04/2024,320.0,88 tỷ,252,294,20,20,8,25.0,8.0
4561,5,2,~125 triệu/m²,06/05/2024,32.0,4 tỷ,252,294,3,3,4,12.181061122472167,6.78865638058502
4562,5,4,,13/05/2024,80.0,Thỏa thuận,252,146,11,12,7,12.181061122472167,6.78865638058502
4563,5,14,"~108,29 triệu/m²",13/05/2024,35.0,"3,79 tỷ",97,294,3,3,4,2.5,3.95
4564,5,10,"~158,46 triệu/m²",08/05/2024,65.0,"10,3 tỷ",252,392,18,18,6,12.181061122472167,6.78865638058502
4565,4,7,"~445,46 triệu/m²",10/05/2024,220.0,98 tỷ,252,294,10,9,8,25.0,7.0
4566,5,21,"~189,58 triệu/m²",12/05/2024,48.0,"9,1 tỷ",252,294,5,5,6,3.0,5.0
4567,4,27,"~381,22 triệu/m²",12/05/2024,181.0,69 tỷ,139,146,6,6,4,35.0,8.5
4568,5,10,"~207,69 triệu/m²",09/05/2024,52.0,"10,8 tỷ",253,392,4,8,5,12.181061122472167,6.78865638058502
4569,4,11,~450 triệu/m²,13/05/2024,170.0,"76,5 tỷ",252,294,6,6,3,12.181061122472167,10.0
4570,4,7,"~506,67 triệu/m²",25/04/2024,300.0,152 tỷ,252,42,4,4,4,35.0,8.0
4571,5,10,"~153,23 triệu/m²",13/05/2024,62.0,"9,5 tỷ",252,53,11,11,5,2.5,6.78865638058502
4572,4,4,"~596,67 triệu/m²",18/04/2024,300.0,179 tỷ,252,294,12,11,9,50.0,8.0
4573,4,1,"~376,67 triệu/m²",13/05/2024,30.0,"11,3 tỷ",252,146,3,5,5,12.181061122472167,6.78865638058502
4574,5,10,,08/05/2024,38.0,Thỏa thuận,252,294,3,4,5,12.181061122472167,3.5
4575,4,4,"~470,08 triệu/m²",03/05/2024,117.0,55 tỷ,252,294,6,6,5,50.0,11.3
4576,5,21,"~207,21 triệu/m²",01/05/2024,111.0,23 tỷ,252,87,39,39,8,3.0,5.0
4577,4,1,"~244,44 triệu/m²",02/05/2024,135.0,33 tỷ,178,294,3,3,3,8.0,5.2
4578,5,10,"~140,54 triệu/m²",11/05/2024,37.0,"5,2 tỷ",252,53,3,4,5,12.181061122472167,6.78865638058502
4579,5,14,"~132,53 triệu/m²",07/05/2024,166.0,22 tỷ,252,294,4,3,2,15.0,7.0
4580,5,11,"~175,33 triệu/m²",13/05/2024,45.0,"7,89 tỷ",178,294,4,3,4,12.181061122472167,6.78865638058502
4581,4,12,"~306,6 triệu/m²",22/04/2024,106.0,"32,5 tỷ",252,294,26,26,8,50.0,5.6
4582,5,10,"~141,82 triệu/m²",08/05/2024,55.0,"7,8 tỷ",252,392,4,4,4,5.0,4.5
4583,5,10,~300 triệu/m²,06/05/2024,45.0,"13,5 tỷ",252,53,4,6,6,12.181061122472167,6.78865638058502
4584,5,4,"~243,8 triệu/m²",21/04/2024,121.0,"29,5 tỷ",252,392,6,6,5,12.0,5.7
4585,5,4,"~232,73 triệu/m²",07/05/2024,55.0,"12,8 tỷ",252,294,2,2,2,5.0,4.2
4587,5,4,~310 triệu/m²,13/05/2024,200.0,62 tỷ,252,294,48,48,9,8.0,10.0
4588,5,10,"~141,82 triệu/m²",09/05/2024,55.0,"7,8 tỷ",252,294,4,4,4,4.5,4.5
4589,5,10,"~213,51 triệu/m²",13/05/2024,74.0,"15,8 tỷ",252,53,7,7,6,12.181061122472167,6.78865638058502
4590,5,2,~185 triệu/m²,07/05/2024,120.0,"22,2 tỷ",178,146,6,6,4,12.181061122472167,9.1
4591,5,14,"~236,25 triệu/m²",10/05/2024,80.0,"18,9 tỷ",252,294,19,19,8,3.5,5.0
4592,5,4,"~294,12 triệu/m²",21/04/2024,68.0,20 tỷ,139,294,6,6,6,6.0,5.0
4593,5,2,~130 triệu/m²,09/05/2024,50.0,"6,5 tỷ",252,294,6,6,5,12.181061122472167,6.78865638058502
4594,5,4,~226 triệu/m²,07/05/2024,100.0,"22,6 tỷ",252,294,6,5,5,9.0,8.0
4595,5,2,"~109,38 triệu/m²",12/05/2024,160.0,"17,5 tỷ",252,294,5,4,4,5.0,7.5
4596,5,4,"~237,04 triệu/m²",08/05/2024,54.0,"12,8 tỷ",252,294,5,6,7,12.181061122472167,6.78865638058502
4597,4,7,"~181,25 triệu/m²",04/05/2024,160.0,29 tỷ,252,114,6,6,1,12.181061122472167,7.5
4600,5,4,~246 triệu/m²,13/05/2024,50.0,"12,3 tỷ",252,294,5,4,4,6.0,5.4
4601,5,4,~200 triệu/m²,08/05/2024,65.0,13 tỷ,252,294,5,6,7,4.0,4.5
4602,5,27,"~322,5 triệu/m²",02/05/2024,40.0,"12,9 tỷ",251,146,4,6,6,12.181061122472167,6.78865638058502
4603,3,10,~380 triệu/m²,13/05/2024,75.0,"28,5 tỷ",252,392,5,5,5,12.181061122472167,6.78865638058502
4604,5,27,"~253,85 triệu/m²",12/05/2024,52.0,"13,2 tỷ",252,294,4,4,4,10.0,3.9
4605,5,7,"~186,67 triệu/m²",12/05/2024,30.0,"5,6 tỷ",252,294,3,3,5,2.5,3.5
4606,4,27,"~388,24 triệu/m²",13/05/2024,85.0,33 tỷ,252,146,3,4,4,12.181061122472167,6.78865638058502
4607,5,10,"~189,54 triệu/m²",05/05/2024,43.0,"8,15 tỷ",253,392,4,4,5,7.0,5.0
4608,5,27,~350 triệu/m²,08/05/2024,100.0,35 tỷ,139,146,6,6,8,12.181061122472167,7.0
4609,5,24,"~319,6 triệu/m²",08/05/2024,250.0,"79,9 tỷ",252,42,6,6,4,12.181061122472167,15.0
4610,5,27,~350 triệu/m²,08/05/2024,100.0,35 tỷ,139,146,6,6,8,12.181061122472167,7.0
4611,3,5,"~194,67 triệu/m²",08/05/2024,75.0,"14,6 tỷ",133,146,4,4,5,17.0,5.0
4612,3,8,"~153,9 triệu/m²",13/05/2024,154.0,"23,7 tỷ",252,294,6,5,4,12.181061122472167,6.78865638058502
4614,4,11,"~256,67 triệu/m²",13/05/2024,15.0,"3,85 tỷ",252,294,2,3,4,10.0,2.5
4616,5,27,"~237,14 triệu/m²",10/05/2024,70.0,"16,6 tỷ",252,294,5,5,4,7.0,5.0
4617,5,27,"~237,14 triệu/m²",10/05/2024,70.0,"16,6 tỷ",252,294,5,5,4,7.0,5.0
4618,3,14,"~406,09 triệu/m²",06/05/2024,197.0,80 tỷ,252,294,5,5,4,12.181061122472167,6.78865638058502
4619,5,11,"~8,6 tỷ",13/05/2024,50.0,172 triệu/m²,252,42,4,3,4,12.181061122472167,6.78865638058502
4620,5,8,"~123,44 triệu/m²",13/05/2024,32.0,"3,95 tỷ",139,146,5,6,4,2.5,3.2
4621,5,21,"~144,74 triệu/m²",13/05/2024,19.0,"2,75 tỷ",252,294,2,3,4,4.0,4.8
4622,4,27,"~345,83 triệu/m²",08/05/2024,120.0,"41,5 tỷ",252,42,6,6,4,12.181061122472167,6.0
4623,5,24,"~377,03 triệu/m²",10/05/2024,74.0,"27,9 tỷ",252,294,5,4,5,12.181061122472167,6.78865638058502
4624,4,4,"~1,02 tỷ/m²",08/05/2024,550.0,559 tỷ,252,294,6,6,15,12.181061122472167,25.0
4625,3,24,"~318,18 triệu/m²",13/05/2024,132.0,42 tỷ,252,294,3,4,4,12.181061122472167,6.0
4626,3,8,"~140,45 triệu/m²",06/05/2024,178.0,25 tỷ,252,294,4,4,3,12.181061122472167,6.78865638058502
4627,5,4,"~161,33 triệu/m²",12/05/2024,60.0,"9,68 tỷ",252,294,9,8,5,12.181061122472167,7.0
4628,3,8,,13/05/2024,402.0,Thỏa thuận,252,114,6,5,4,24.0,20.0
4629,5,7,~140 triệu/m²,09/05/2024,40.0,"5,6 tỷ",252,294,5,6,5,12.181061122472167,4.8
4630,5,4,"~313,97 triệu/m²",10/05/2024,68.0,"21,35 tỷ",252,294,6,3,5,9.0,5.3
4631,5,11,"~86,67 triệu/m²",13/05/2024,30.0,"2,6 tỷ",252,42,4,3,5,3.0,4.6
4632,5,4,~260 triệu/m²,08/05/2024,65.0,"16,9 tỷ",252,294,14,6,8,12.181061122472167,5.2
4633,5,11,"~133,33 triệu/m²",13/05/2024,33.0,"4,4 tỷ",252,42,3,4,5,3.0,4.0
4634,3,14,"~433,33 triệu/m²",06/05/2024,150.0,65 tỷ,252,294,5,4,4,20.0,10.0
4635,4,21,"~247,37 triệu/m²",13/05/2024,76.0,"18,8 tỷ",252,146,8,5,6,12.181061122472167,5.0
4636,5,27,"~180,91 triệu/m²",07/05/2024,110.0,"19,9 tỷ",252,294,9,8,5,8.0,5.0
4637,5,27,"~180,91 triệu/m²",07/05/2024,110.0,"19,9 tỷ",252,294,9,8,5,8.0,5.0
4638,4,12,"~122,92 triệu/m²",13/05/2024,96.0,"11,8 tỷ",252,42,4,4,4,10.0,5.5
4639,5,4,"~202,31 triệu/m²",13/05/2024,130.0,"26,3 tỷ",139,146,6,6,8,12.181061122472167,5.0
4640,5,24,"~131,94 triệu/m²",09/05/2024,144.0,19 tỷ,139,146,6,6,2,12.181061122472167,8.0
4641,5,17,"~12,69 triệu/m²",13/05/2024,670.0,"8,5 tỷ",252,146,6,6,4,12.181061122472167,6.78865638058502
4642,4,21,"~657,69 triệu/m²",13/05/2024,78.0,"51,3 tỷ",252,294,5,6,9,16.0,6.5
4643,5,4,"~180,3 triệu/m²",13/05/2024,33.0,"5,95 tỷ",139,42,3,4,5,3.0,4.0
4644,5,3,"~51,67 triệu/m²",09/05/2024,30.0,"1,55 tỷ",252,53,3,2,3,2.5,4.0
4645,5,12,"~81,64 triệu/m²",13/05/2024,110.0,"8,98 tỷ",251,146,4,5,4,12.181061122472167,5.2
4646,5,12,"~181,82 triệu/m²",13/05/2024,88.0,16 tỷ,252,146,4,6,6,12.181061122472167,6.78865638058502
4647,5,3,,09/05/2024,40.0,Thỏa thuận,178,42,2,2,3,3.0,4.5
4648,5,21,"~267,44 triệu/m²",10/05/2024,43.0,"11,5 tỷ",252,294,4,6,5,12.181061122472167,6.78865638058502
4649,3,12,"~243,42 triệu/m²",10/05/2024,228.0,"55,5 tỷ",251,146,5,5,4,18.0,12.0
4650,5,3,"~48,32 triệu/m²",04/05/2024,31.0,"1,5 tỷ",252,42,3,2,3,2.5,4.0
4651,3,11,"~191,49 triệu/m²",13/05/2024,188.0,36 tỷ,178,169,3,6,4,12.181061122472167,11.0
4652,5,21,~162 triệu/m²,13/05/2024,50.0,"8,1 tỷ",252,294,10,11,6,5.0,7.0
4653,3,12,"~266,08 triệu/m²",09/05/2024,342.0,91 tỷ,252,240,6,6,3,12.181061122472167,6.78865638058502
